Tipo_Ataque,Tasa_Ocurrencia (%),Vector_Infeccion,Nivel_Impacto (1-10),Tiempo_Recuperacion (horas),Costo_Recuperacion (USD)
Phishing,53,Sitio web comprometido,6,41,12417
Troyano,31,Descarga de archivos,6,103,5139
Phishing,64,Ingeniería social,5,19,9439
Adware,86,Sitio web comprometido,4,19,1198
Virus,43,Correo electrónico,4,51,7250
Botnet,14,Sitio web comprometido,9,163,11039
Adware,56,Sitio web comprometido,2,14,805
Troyano,45,Ingeniería social,5,91,12203
Spyware,21,Descarga de archivos,7,44,4618
Spyware,52,Descarga de archivos,3,15,1474
Rootkit,24,Descarga de archivos,7,69,36075
Troyano,70,Ingeniería social,7,37,16758
Phishing,76,Ingeniería social,7,58,12832
Phishing,79,Ingeniería social,4,96,12661
Virus,46,Correo electrónico,5,77,4789
Phishing,44,Ingeniería social,5,59,5827
Troyano,46,Correo electrónico,6,103,15437
Phishing,99,Ingeniería social,4,77,14101
Ataque DDoS,49,Vulnerabilidad de red,9,102,20037
Ataque DDoS,49,Sitio web comprometido,6,176,33877
Ataque DDoS,43,Vulnerabilidad de red,8,80,27766
Virus,70,USB,3,2,780
Ataque DDoS,35,Vulnerabilidad de red,8,81,15442
Botnet,40,Vulnerabilidad de red,8,113,22547
Phishing,85,Correo electrónico,4,9,13169
Ataque DDoS,17,Ingeniería social,9,128,16745
Ransomware,34,Sitio web comprometido,10,404,22550
Phishing,60,Correo electrónico,7,73,10158
Gusano (Worm),57,Vulnerabilidad de red,9,11,3351
Spyware,33,Descarga de archivos,4,27,993
Troyano,49,Correo electrónico,6,116,16088
Ataque DDoS,46,Ingeniería social,10,79,32101
Ransomware,25,Vulnerabilidad de red,10,434,22070
Gusano (Worm),28,Correo electrónico,5,104,11506
Adware,68,Descarga de archivos,4,1,1188
Virus,76,Descarga de archivos,5,74,2214
Spyware,27,Descarga de archivos,7,15,5972
Phishing,75,Correo electrónico,5,43,8276
Rootkit,31,Vulnerabilidad de red,7,260,30730
Ataque DDoS,49,Ingeniería social,8,102,30034
Adware,71,Descarga de archivos,1,7,163
Spyware,58,Sitio web comprometido,3,30,2757
Ransomware,39,Descarga de archivos,9,129,12724
Troyano,39,Descarga de archivos,5,82,16275
Spyware,32,Descarga de archivos,5,26,5065
Ransomware,44,Sitio web comprometido,7,53,46168
Ataque DDoS,60,Ingeniería social,7,38,32557
Virus,70,Descarga de archivos,5,8,2524
Phishing,92,Ingeniería social,6,36,12920
Gusano (Worm),34,Vulnerabilidad de red,8,25,10292
Adware,43,Descarga de archivos,4,16,166
Virus,49,Correo electrónico,4,15,6786
Gusano (Worm),30,USB,8,105,9345
Ataque DDoS,48,Vulnerabilidad de red,7,129,34878
Botnet,23,Vulnerabilidad de red,9,62,15370
Troyano,63,Sitio web comprometido,8,28,13357
Rootkit,6,USB,7,42,11960
Virus,52,Correo electrónico,3,61,3321
Virus,38,Sitio web comprometido,5,3,7929
Ransomware,20,Vulnerabilidad de red,10,128,16445
Phishing,61,Correo electrónico,8,72,12374
Virus,72,USB,4,21,5007
Ataque DDoS,43,Vulnerabilidad de red,5,138,29383
Troyano,49,Ingeniería social,5,83,17853
Spyware,39,Descarga de archivos,6,32,3682
Ataque DDoS,17,Sitio web comprometido,6,44,34680
Rootkit,33,USB,10,131,21761
Phishing,47,Correo electrónico,6,74,13788
Ataque DDoS,40,Vulnerabilidad de red,7,151,5011
Virus,56,USB,7,70,293
Adware,76,Sitio web comprometido,4,1,1313
Ataque DDoS,39,Vulnerabilidad de red,8,172,8437
Troyano,68,Sitio web comprometido,5,93,10417
Ataque DDoS,44,Ingeniería social,8,38,10702
Troyano,67,Sitio web comprometido,7,81,17800
Ransomware,27,Correo electrónico,7,56,49290
Troyano,59,Descarga de archivos,8,64,4358
Adware,63,Descarga de archivos,3,16,669
Virus,46,Descarga de archivos,4,33,6689
Ataque DDoS,53,Vulnerabilidad de red,9,28,16826
Ransomware,35,Descarga de archivos,7,133,31367
Virus,39,Descarga de archivos,6,40,498
Troyano,54,Correo electrónico,5,75,1058
Phishing,73,Correo electrónico,6,29,14188
Spyware,43,Descarga de archivos,4,27,2161
Spyware,35,Descarga de archivos,5,5,3834
Botnet,43,Sitio web comprometido,8,31,12373
Ransomware,44,Correo electrónico,10,421,24020
Gusano (Worm),38,USB,7,127,8693
Adware,39,Descarga de archivos,3,20,312
Virus,56,Descarga de archivos,7,76,405
Phishing,53,Sitio web comprometido,6,91,938
Virus,80,USB,4,50,3997
Gusano (Worm),60,USB,5,135,7814
Rootkit,27,Vulnerabilidad de red,10,40,15176
Gusano (Worm),36,Vulnerabilidad de red,8,106,5528
Phishing,52,Correo electrónico,4,34,4466
Ransomware,30,Sitio web comprometido,7,323,34933
Phishing,85,Correo electrónico,6,72,11678
Virus,55,Correo electrónico,5,71,3030
Ransomware,25,Descarga de archivos,10,58,35502
Adware,70,Descarga de archivos,1,18,651
Phishing,78,Ingeniería social,7,46,8398
Ransomware,12,Sitio web comprometido,9,255,16764
Spyware,41,Correo electrónico,6,54,5447
Gusano (Worm),56,Vulnerabilidad de red,9,45,16343
Adware,34,Correo electrónico,1,12,766
Phishing,95,Correo electrónico,5,72,3455
Adware,79,Sitio web comprometido,1,7,724
Ataque DDoS,21,Sitio web comprometido,5,44,25965
Spyware,45,Sitio web comprometido,6,24,338
Gusano (Worm),50,Vulnerabilidad de red,5,48,15496
Phishing,58,Ingeniería social,4,96,11872
Adware,36,Sitio web comprometido,1,12,970
Gusano (Worm),53,Correo electrónico,9,92,2726
Gusano (Worm),40,Sitio web comprometido,8,67,9282
Virus,70,Correo electrónico,6,66,713
Phishing,88,Ingeniería social,7,69,14637
Ransomware,26,Sitio web comprometido,8,215,46260
Spyware,38,Sitio web comprometido,6,48,2782
Ataque DDoS,58,Ingeniería social,10,146,19738
Troyano,31,Sitio web comprometido,8,66,15219
Adware,46,Descarga de archivos,1,18,341
Ataque DDoS,37,Vulnerabilidad de red,6,128,5597
Virus,32,Descarga de archivos,4,44,7258
Adware,55,Correo electrónico,1,15,1873
Phishing,78,Correo electrónico,5,9,4904
Botnet,28,Correo electrónico,9,165,22706
Spyware,20,Correo electrónico,5,42,3763
Spyware,24,USB,6,46,2422
Ataque DDoS,25,Ingeniería social,5,150,26708
Ataque DDoS,28,Vulnerabilidad de red,8,102,1912
Spyware,48,Correo electrónico,4,36,4426
Virus,72,Correo electrónico,5,6,5247
Virus,53,Descarga de archivos,7,25,3706
Virus,84,Correo electrónico,4,74,606
Spyware,50,Correo electrónico,6,9,4213
Botnet,42,Vulnerabilidad de red,7,60,24454
Spyware,59,Descarga de archivos,3,20,5223
Botnet,31,Vulnerabilidad de red,7,177,10367
Spyware,34,Sitio web comprometido,7,60,2267
Ataque DDoS,58,Sitio web comprometido,6,133,26754
Spyware,38,Descarga de archivos,5,28,5063
Phishing,40,Ingeniería social,7,25,5947
Botnet,19,Vulnerabilidad de red,7,129,24865
Ataque DDoS,50,Vulnerabilidad de red,7,101,23061
Ransomware,34,Correo electrónico,9,442,41487
Ransomware,42,Sitio web comprometido,10,80,48589
Adware,72,Sitio web comprometido,2,19,108
Ataque DDoS,35,Vulnerabilidad de red,5,117,33167
Adware,90,Descarga de archivos,2,13,968
Ataque DDoS,17,Vulnerabilidad de red,6,150,11158
Ataque DDoS,40,Ingeniería social,10,72,16144
Adware,89,Descarga de archivos,3,8,141
Rootkit,7,Sitio web comprometido,10,67,32780
Adware,76,Descarga de archivos,4,4,310
Phishing,60,Correo electrónico,4,20,14725
Phishing,77,Correo electrónico,6,58,5803
Ransomware,29,Correo electrónico,8,61,35142
Phishing,44,Ingeniería social,4,19,8445
Troyano,29,Descarga de archivos,9,93,6601
Troyano,37,Sitio web comprometido,6,26,3291
Ataque DDoS,45,Vulnerabilidad de red,8,69,26227
Rootkit,31,USB,9,299,23381
Troyano,59,Sitio web comprometido,5,79,493
Ransomware,54,Correo electrónico,9,421,29422
Ataque DDoS,38,Vulnerabilidad de red,8,172,29219
Adware,58,Descarga de archivos,2,12,352
Ataque DDoS,49,Vulnerabilidad de red,7,172,1628
Adware,60,Sitio web comprometido,4,4,656
Adware,67,Correo electrónico,3,9,1920
Ataque DDoS,30,Sitio web comprometido,8,50,28460
Spyware,40,Descarga de archivos,3,6,5620
Virus,63,Descarga de archivos,4,80,1538
Troyano,26,Descarga de archivos,8,41,11967
Gusano (Worm),40,Correo electrónico,9,98,18136
Adware,72,Correo electrónico,1,11,480
Botnet,42,Correo electrónico,5,185,18756
Spyware,20,Sitio web comprometido,6,55,4693
Virus,77,USB,7,40,2169
Gusano (Worm),22,Vulnerabilidad de red,5,116,2106
Ransomware,30,Correo electrónico,7,239,6818
Ataque DDoS,51,Vulnerabilidad de red,6,98,12989
Ransomware,47,Descarga de archivos,8,425,44810
Troyano,44,Descarga de archivos,9,90,15511
Troyano,60,Ingeniería social,8,10,2580
Ransomware,48,Descarga de archivos,10,453,9166
Ataque DDoS,51,Ingeniería social,10,119,22479
Ransomware,24,Vulnerabilidad de red,7,496,11470
Ataque DDoS,43,Vulnerabilidad de red,10,91,10111
Ransomware,31,Correo electrónico,8,450,23115
Phishing,51,Ingeniería social,4,78,2573
Ransomware,54,Correo electrónico,9,249,26411
Ataque DDoS,23,Ingeniería social,7,64,3987
Gusano (Worm),52,Sitio web comprometido,8,145,10772
Phishing,63,Ingeniería social,4,62,12142
Botnet,19,Correo electrónico,9,85,12689
Gusano (Worm),27,Vulnerabilidad de red,8,130,18427
Phishing,73,Ingeniería social,4,37,3031
Ataque DDoS,30,Vulnerabilidad de red,10,88,18243
Troyano,70,Sitio web comprometido,7,81,6202
Phishing,85,Ingeniería social,5,69,2738
Ransomware,28,Vulnerabilidad de red,9,483,13355
Ransomware,24,Descarga de archivos,9,209,9298
Spyware,51,Sitio web comprometido,5,36,1000
Botnet,39,Descarga de archivos,5,186,11233
Gusano (Worm),34,Vulnerabilidad de red,5,105,612
Ataque DDoS,50,Vulnerabilidad de red,7,117,19345
Ransomware,23,Vulnerabilidad de red,8,70,45762
Virus,51,Correo electrónico,3,23,4782
Gusano (Worm),65,Vulnerabilidad de red,6,137,4378
Gusano (Worm),57,Sitio web comprometido,8,122,4509
Phishing,76,Correo electrónico,8,18,11198
Ransomware,35,Sitio web comprometido,10,409,13882
Phishing,89,Correo electrónico,5,61,8680
Spyware,20,Sitio web comprometido,7,54,3108
Ransomware,33,Correo electrónico,10,40,42520
Gusano (Worm),52,Vulnerabilidad de red,8,33,3301
Gusano (Worm),54,Sitio web comprometido,5,102,13682
Botnet,13,Correo electrónico,8,169,22548
Ataque DDoS,42,Vulnerabilidad de red,5,89,22648
Rootkit,17,Vulnerabilidad de red,9,81,26291
Spyware,37,Descarga de archivos,4,15,2736
Troyano,34,Ingeniería social,8,21,7675
Adware,37,Descarga de archivos,4,12,1711
Spyware,36,USB,4,6,968
Botnet,19,Correo electrónico,6,34,7134
Adware,82,Correo electrónico,2,12,1462
Phishing,95,Ingeniería social,7,15,4562
Ransomware,49,Sitio web comprometido,8,120,37040
Rootkit,19,Descarga de archivos,7,207,16436
Troyano,46,Correo electrónico,8,61,10589
Spyware,28,Correo electrónico,5,15,5831
Virus,71,Correo electrónico,7,10,3136
Ransomware,36,Correo electrónico,7,46,41334
Phishing,99,Sitio web comprometido,8,8,13658
Troyano,34,Descarga de archivos,6,74,10868
Botnet,23,Sitio web comprometido,6,178,21567
Ataque DDoS,32,Vulnerabilidad de red,8,52,11484
Phishing,44,Correo electrónico,8,12,2853
Rootkit,18,USB,10,53,21858
Ataque DDoS,39,Sitio web comprometido,7,34,18108
Rootkit,7,Vulnerabilidad de red,7,244,37378
Phishing,73,Ingeniería social,4,29,7696
Gusano (Worm),26,Correo electrónico,9,109,13526
Ataque DDoS,19,Sitio web comprometido,9,64,34153
Ransomware,38,Sitio web comprometido,10,78,20689
Troyano,64,Sitio web comprometido,7,56,6426
Phishing,67,Correo electrónico,8,8,14527
Ataque DDoS,29,Sitio web comprometido,7,112,3933
Troyano,42,Descarga de archivos,6,81,14562
Phishing,76,Correo electrónico,6,18,12768
Ataque DDoS,34,Vulnerabilidad de red,6,86,19940
Adware,76,Sitio web comprometido,2,18,445
Troyano,68,Ingeniería social,6,70,12621
Ransomware,43,Correo electrónico,10,204,14981
Troyano,59,Descarga de archivos,9,57,1974
Troyano,60,Sitio web comprometido,5,39,10693
Phishing,67,Sitio web comprometido,5,40,1101
Ataque DDoS,21,Ingeniería social,9,177,22482
Adware,33,Correo electrónico,3,13,113
Gusano (Worm),64,Vulnerabilidad de red,9,115,19110
Phishing,62,Sitio web comprometido,4,55,4820
Phishing,71,Ingeniería social,6,26,9159
Phishing,75,Ingeniería social,6,59,13701
Spyware,50,Correo electrónico,4,27,4780
Spyware,44,Descarga de archivos,4,18,424
Adware,47,Descarga de archivos,4,7,358
Ataque DDoS,36,Sitio web comprometido,8,48,21763
Botnet,39,Vulnerabilidad de red,6,40,9459
Troyano,61,Ingeniería social,9,82,5486
Adware,31,Sitio web comprometido,2,9,160
Phishing,90,Ingeniería social,4,52,11099
Troyano,52,Ingeniería social,6,82,1558
Virus,80,Sitio web comprometido,7,29,4031
Troyano,31,Sitio web comprometido,8,102,13743
Ransomware,49,Correo electrónico,7,96,26707
Ransomware,48,Correo electrónico,8,79,48775
Ransomware,17,Sitio web comprometido,7,65,14156
Adware,86,Descarga de archivos,2,18,174
Ransomware,32,Correo electrónico,10,453,29781
Phishing,51,Correo electrónico,6,64,4392
Troyano,67,Descarga de archivos,7,52,15543
Virus,78,Correo electrónico,4,58,4649
Botnet,42,Descarga de archivos,5,124,6567
Troyano,28,Correo electrónico,6,49,14681
Rootkit,35,Vulnerabilidad de red,8,84,8312
Adware,43,Sitio web comprometido,2,11,1493
Ransomware,35,Vulnerabilidad de red,7,354,33666
Gusano (Worm),33,Vulnerabilidad de red,9,121,3228
Gusano (Worm),30,Vulnerabilidad de red,5,150,16362
Phishing,75,Correo electrónico,6,14,6805
Phishing,50,Correo electrónico,6,21,12343
Phishing,83,Correo electrónico,6,57,6712
Spyware,37,Correo electrónico,6,9,3067
Phishing,45,Ingeniería social,4,65,2482
Adware,83,Sitio web comprometido,2,18,603
Phishing,59,Correo electrónico,4,61,9705
Gusano (Worm),41,Vulnerabilidad de red,9,112,17205
Phishing,44,Correo electrónico,5,43,13689
Gusano (Worm),45,Correo electrónico,7,17,19402
Ransomware,23,Correo electrónico,7,327,23222
Botnet,19,Sitio web comprometido,6,200,10995
Rootkit,12,USB,8,125,4653
Phishing,75,Ingeniería social,7,73,12310
Gusano (Worm),29,Correo electrónico,7,71,16311
Virus,52,Correo electrónico,3,11,4190
Spyware,28,Sitio web comprometido,5,52,3475
Virus,48,Correo electrónico,6,76,7229
Gusano (Worm),43,Vulnerabilidad de red,7,83,16422
Ransomware,15,Sitio web comprometido,9,348,37423
Ataque DDoS,40,Ingeniería social,6,162,6552
Spyware,39,Sitio web comprometido,5,40,3872
Ransomware,47,Descarga de archivos,8,303,33306
Botnet,48,Descarga de archivos,8,112,18284
Botnet,43,Vulnerabilidad de red,7,128,16706
Virus,70,USB,3,20,3138
Ataque DDoS,28,Ingeniería social,5,60,26957
Gusano (Worm),58,Vulnerabilidad de red,7,75,18743
Rootkit,26,Descarga de archivos,7,147,8227
Ransomware,36,Descarga de archivos,8,493,14047
Ransomware,41,Correo electrónico,8,239,7806
Rootkit,9,USB,10,246,35899
Gusano (Worm),49,Vulnerabilidad de red,7,23,16105
Troyano,42,Sitio web comprometido,9,11,17328
Spyware,56,Descarga de archivos,6,17,3909
Spyware,45,Correo electrónico,5,52,3361
Rootkit,20,Vulnerabilidad de red,10,111,9339
Virus,60,Correo electrónico,6,68,5934
Ransomware,55,Vulnerabilidad de red,8,91,38729
Gusano (Worm),45,Vulnerabilidad de red,7,93,18939
Troyano,38,Descarga de archivos,5,65,17110
Ataque DDoS,40,Vulnerabilidad de red,10,89,23978
Spyware,52,Descarga de archivos,6,8,5259
Rootkit,26,Sitio web comprometido,7,176,24602
Gusano (Worm),23,Vulnerabilidad de red,8,135,8460
Rootkit,17,Vulnerabilidad de red,10,248,15401
Ransomware,35,Sitio web comprometido,9,134,33251
Virus,34,Descarga de archivos,6,64,6314
Virus,85,Correo electrónico,4,24,767
Ataque DDoS,31,Vulnerabilidad de red,5,45,11723
Phishing,93,Correo electrónico,7,64,336
Phishing,77,Sitio web comprometido,4,81,6511
Ataque DDoS,24,Vulnerabilidad de red,8,104,1833
Ataque DDoS,17,Sitio web comprometido,6,64,32162
Virus,56,Correo electrónico,5,47,2213
Botnet,50,Descarga de archivos,5,34,24719
Ataque DDoS,45,Sitio web comprometido,6,18,29493
Troyano,56,Descarga de archivos,8,40,4945
Rootkit,18,Descarga de archivos,10,84,30411
Botnet,45,Vulnerabilidad de red,9,147,6647
Adware,59,Sitio web comprometido,1,9,1645
Troyano,53,Correo electrónico,7,40,15786
Ransomware,14,Descarga de archivos,8,452,16329
Ransomware,39,Correo electrónico,7,56,16591
Phishing,63,Sitio web comprometido,5,14,3152
Rootkit,13,Sitio web comprometido,9,112,6237
Botnet,27,Descarga de archivos,6,44,15587
Gusano (Worm),26,Vulnerabilidad de red,6,59,19184
Adware,47,Descarga de archivos,4,13,1531
Adware,41,Correo electrónico,2,3,805
Ataque DDoS,44,Ingeniería social,5,60,34316
Troyano,54,Correo electrónico,7,82,8460
Ataque DDoS,23,Sitio web comprometido,5,91,29372
Ataque DDoS,48,Vulnerabilidad de red,10,10,30527
Adware,86,Descarga de archivos,1,13,1636
Ataque DDoS,60,Ingeniería social,7,171,16069
Phishing,80,Ingeniería social,7,84,10666
Phishing,53,Ingeniería social,6,75,2446
Rootkit,27,Sitio web comprometido,9,262,2128
Troyano,68,Sitio web comprometido,8,58,2737
Phishing,93,Ingeniería social,4,99,10069
Phishing,68,Ingeniería social,5,83,7027
Spyware,27,Descarga de archivos,5,48,3461
Ransomware,55,Correo electrónico,9,131,41765
Botnet,12,Correo electrónico,8,117,3821
Phishing,54,Ingeniería social,4,50,1602
Ransomware,43,Descarga de archivos,8,69,20557
Botnet,38,Vulnerabilidad de red,6,79,11977
Gusano (Worm),21,Correo electrónico,9,32,2360
Ataque DDoS,42,Vulnerabilidad de red,5,121,4991
Adware,74,Sitio web comprometido,1,14,1455
Phishing,50,Correo electrónico,4,63,9240
Ataque DDoS,16,Vulnerabilidad de red,8,70,31650
Rootkit,30,Sitio web comprometido,8,254,8977
Troyano,52,Descarga de archivos,7,39,7518
Phishing,64,Ingeniería social,8,71,14560
Ataque DDoS,28,Ingeniería social,7,174,21923
Gusano (Worm),32,Sitio web comprometido,9,119,6895
Ataque DDoS,51,Ingeniería social,7,157,32125
Adware,75,Descarga de archivos,1,20,125
Spyware,56,Correo electrónico,4,11,2959
Ransomware,28,Sitio web comprometido,9,479,38712
Rootkit,26,USB,10,45,36425
Ransomware,10,Descarga de archivos,9,424,23507
Ataque DDoS,40,Vulnerabilidad de red,5,77,20356
Gusano (Worm),51,USB,7,40,3882
Troyano,32,Sitio web comprometido,8,32,2474
Adware,76,Correo electrónico,1,12,1745
Adware,57,Descarga de archivos,1,3,705
Ransomware,40,Correo electrónico,9,348,21973
Ransomware,29,Correo electrónico,10,148,48942
Gusano (Worm),40,Correo electrónico,7,53,15042
Adware,68,Correo electrónico,1,15,1077
Spyware,44,Correo electrónico,7,52,3314
Ransomware,49,Correo electrónico,10,167,29224
Spyware,25,Sitio web comprometido,3,18,3152
Gusano (Worm),44,Vulnerabilidad de red,9,70,16861
Troyano,62,Ingeniería social,6,47,403
Gusano (Worm),62,Correo electrónico,6,122,18388
Botnet,34,Vulnerabilidad de red,9,118,17223
Botnet,50,Vulnerabilidad de red,9,18,1107
Adware,75,Correo electrónico,3,19,1219
Botnet,27,Correo electrónico,6,100,4968
Adware,58,Descarga de archivos,4,3,1315
Ataque DDoS,41,Vulnerabilidad de red,7,92,7855
Ataque DDoS,42,Ingeniería social,9,27,23858
Adware,58,Descarga de archivos,1,18,1490
Virus,72,Correo electrónico,3,80,3038
Ataque DDoS,58,Vulnerabilidad de red,6,26,23463
Adware,32,Descarga de archivos,1,16,208
Rootkit,23,Descarga de archivos,7,36,12384
Rootkit,30,Vulnerabilidad de red,9,149,35585
Spyware,41,Descarga de archivos,4,21,4824
Troyano,58,Sitio web comprometido,6,21,9988
Adware,49,Descarga de archivos,1,2,544
Troyano,37,Correo electrónico,8,100,17494
Adware,38,Correo electrónico,1,3,965
Adware,62,Correo electrónico,3,8,967
Spyware,30,Descarga de archivos,7,7,5435
Phishing,72,Ingeniería social,5,82,4619
Troyano,67,Ingeniería social,9,120,6403
Ransomware,35,Sitio web comprometido,8,437,17183
Adware,51,Descarga de archivos,2,9,430
Troyano,60,Sitio web comprometido,6,60,984
